index,job_title,salary_$_K,location,size,founded,headquarters,company_name,sector,revenue,rating,type_of_ownership,industry
177,data_scientist,56-125,"richland, wa",1001 to 5000 employees,1965.0,"richland, wa",pnnl,"oil, gas, energy_&_utilities",500M to 1B,3.7,government,energy_and_utilities
178,data_scientist,56-125,"memphis, tn",1001 to 5000 employees,1945.0,"memphis, tn",buckman,manufacturing,500M to 1B,3.5,company_private,manufacturing
179,machine_learning_engineer,56-125,"memphis, tn",501 to 1000 employees,1967.0,"arlington, va",buckman,government,50 to 100M,3.6,nonprofit_organization,government_public_sector
180,others,56-125,"bethesda, md",501 to 1000 employees,2013.0,"bethesda, md",evidera,biotech_&_pharmaceuticals,100 to 500M,3.8,subsidiary_or_business_segment,others
181,data_analyst,56-125,"harrisburg, pa",201 to 500 employees,1997.0,"harrisburg, pa",webfx.com,business services,25 to 50M,4.7,company_private,advertising_marketing
182,data_scientist,56-125,"new york, ny",1001 to 5000 employees,1948.0,"hamilton, bermuda",argo group us,insurance,1 to 2B,3.5,company_public,insurance_agencies
183,data_scientist,56-125,"oak ridge, tn",5001 to 10000 employees,1850.0,"lynchburg, va",bwx technologies,aerospace_&_defense,500M to 1B,3.3,company_public,others
184,senior_data_scientist,56-125,"san francisco, ca",51 to 200 employees,2008.0,"san francisco, ca",life360,information technology,unknown_non_applicable,3.9,company_public,internet_telephone_providers
185,data_scientist,56-125,"boston, ma",5001 to 10000 employees,1851.0,"springfield, ma",massmutual,insurance,10B+,3.7,company_private,insurance_agencies
186,data_analyst,56-125,"san carlos, ca",501 to 1000 employees,2004.0,"san carlos, ca",natera,biotech_&_pharmaceuticals,100 to 500M,3.9,company_public,others
187,others,56-125,"south san francisco, ca",10000+ employees,1976.0,"south san francisco, ca",genentech,biotech_&_pharmaceuticals,10B+,4.0,subsidiary_or_business_segment,others
188,computational_scientist,56-125,"herndon, va",201 to 500 employees,2010.0,"herndon, va",ntrepid,information technology,50 to 100M,4.2,company_private,others
189,data_scientist,56-125,"waltham, ma",unknown,1995.0,"waltham, ma",constant contact,business services,unknown_non_applicable,3.6,subsidiary_or_business_segment,advertising_marketing
190,machine_learning_engineer,56-125,"san francisco, ca",501 to 1000 employees,1999.0,"san jose, ca",sage intacct,information technology,unknown_non_applicable,4.7,subsidiary_or_business_segment,computer_hardware_software
191,data_engineer,56-125,"santa clara, ca",51 to 200 employees,2011.0,"mountain view, ca",shape security,information technology,unknown_non_applicable,4.1,company_private,others
192,data_scientist,56-125,"gaithersburg, md",10000+ employees,1913.0,"cambridge, united kingdom",astrazeneca,biotech_&_pharmaceuticals,10B+,4.0,company_public,others
193,data_scientist,56-125,"san francisco, ca",unknown,,"jersey city, nj",skillsoniq,unknown,unknown_non_applicable,5.0,company_public,others
194,senior_data_scientist,56-125,"new york, ny",10000+ employees,1913.0,"cambridge, united kingdom",astrazeneca,biotech_&_pharmaceuticals,10B+,4.0,company_public,others
195,data_scientist,56-125,"san carlos, ca",51 to 200 employees,,"santa cruz, ca",joby aviation,unknown,unknown_non_applicable,4.3,company_private,others
196,data_analyst,56-125,"fort worth, tx",5001 to 10000 employees,1918.0,"fort worth, tx",cook children's health care system,health care,100 to 500M,3.8,nonprofit_organization,healthcare_and_pharmaceuticals
197,others,56-125,"smithfield, ri",201 to 500 employees,2013.0,"cambridge, ma",rubius therapeutics,biotech_&_pharmaceuticals,100 to 500M,3.8,company_public,others
198,data_analyst,56-125,"cedar rapids, ia",501 to 1000 employees,1992.0,"cedar rapids, ia",greatamerica financial services,finance,100 to 500M,4.6,company_private,others
199,data_scientist,56-125,remote,51 to 200 employees,2015.0,"washington, dc",upside business travel,information technology,unknown_non_applicable,4.1,company_private,internet_telephone_providers
200,data_scientist,56-125,"chicago, il",51 to 200 employees,1992.0,"chicago, il",spectrum communications and consulting,business services,10 to 25M,3.4,company_private,advertising_marketing
201,data_scientist,56-125,"mclean, va",51 to 200 employees,2008.0,"mclean, va",coverent,business services,10 to 25M,4.1,company_private,consulting
202,machine_learning_engineer,56-125,"fort belvoir, va",501 to 1000 employees,1954.0,"lorton, va",mteq,aerospace_&_defense,100 to 500M,3.7,company_public,others
203,data_engineer,56-125,"san francisco, ca",51 to 200 employees,2008.0,"san francisco, ca",rocket lawyer,information technology,50 to 100M,4.4,company_private,computer_hardware_software
204,senior_data_scientist,56-125,"cambridge, ma",10000+ employees,1996.0,"basel, switzerland",novartis,biotech_&_pharmaceuticals,10B+,3.9,company_public,others
205,data_engineer,56-125,"linthicum heights, md",1001 to 5000 employees,2001.0,"mc lean, va",alion science & technology,business services,1 to 2B,3.6,company_private,others
206,others,56-125,"herndon, va",501 to 1000 employees,2012.0,"mc lean, va",novetta,information technology,100 to 500M,4.5,company_private,enterprise_software_network_solutions 
207,others,56-125,"maple plain, mn",1001 to 5000 employees,1999.0,"maple plain, mn",protolabs,manufacturing,100 to 500M,3.7,company_public,manufacturing
208,data_analyst,56-125,"tulsa, ok",201 to 500 employees,1996.0,"kent, wa",quest integrity,"oil, gas, energy_&_utilities",50 to 100M,2.9,company_public,energy_and_utilities
209,data_scientist,56-125,"annapolis junction, md",1 to 50 employees,2011.0,"woodbine, md",phoenix operations group,information technology,1 to 5M,5.0,company_private,others
210,data_scientist,56-125,"newton, ma",201 to 500 employees,1990.0,"denver, co",dice.com,business services,100 to 500M,3.4,subsidiary_or_business_segment,staffing_outsourcing
211,senior_data_scientist,56-125,"herndon, va",5001 to 10000 employees,,"westminster, co",maxar technologies,aerospace_&_defense,2 to 5B,3.5,company_public,others
212,data_scientist,56-125,"baltimore, md",1 to 50 employees,2011.0,"woodbine, md",phoenix operations group,information technology,1 to 5M,5.0,company_private,others
213,others,56-125,"boston, ma",201 to 500 employees,2012.0,"boston, ma",klaviyo,information technology,unknown_non_applicable,4.8,company_private,computer_hardware_software
214,others,56-125,"oklahoma city, ok",1001 to 5000 employees,1947.0,"san antonio, tx",southwest research institute,business services,500M to 1B,3.9,nonprofit_organization,others
215,data_scientist,56-125,"gaithersburg, md",10000+ employees,1913.0,"cambridge, united kingdom",astrazeneca,biotech_&_pharmaceuticals,10B+,4.0,company_public,others
216,data_analyst,56-125,"fort belvoir, va",501 to 1000 employees,2010.0,"reston, va",the buffalo group,information technology,100 to 500M,4.3,company_private,others
217,data_science_analytics_leadership,56-125,"scotts valley, ca",501 to 1000 employees,1996.0,"scotts valley, ca",central california alliance for health,health care,500M to 1B,3.5,nonprofit_organization,healthcare_and_pharmaceuticals
218,others,56-125,"boston, ma",5001 to 10000 employees,1851.0,"springfield, ma",massmutual,insurance,10B+,3.7,company_private,insurance_agencies
219,machine_learning_engineer,56-125,"redwood city, ca",501 to 1000 employees,2015.0,"chicago, il",tempus labs,biotech_&_pharmaceuticals,unknown_non_applicable,3.3,company_private,others
220,data_analyst,56-125,"spartanburg, sc",1001 to 5000 employees,1955.0,"spartanburg, sc",security finance corporation of spartanburg,finance,unknown_non_applicable,3.1,company_private,others
221,data_scientist,56-125,"new york, ny",51 to 200 employees,2011.0,"new york, ny",pulsepoint,information technology,100 to 500M,4.3,company_private,internet_telephone_providers
222,data_scientist,56-125,"orlando, fl",51 to 200 employees,1996.0,"orlando, fl",lsq,finance,100 to 500M,4.2,company_private,finance_and_banking
223,data_engineer,56-125,"cincinnati, oh",201 to 500 employees,1998.0,"greenville, sc",resurgent capital services,finance,50 to 100M,4.4,company_private,finance_and_banking
224,data_scientist,56-125,"san francisco, ca",501 to 1000 employees,2014.0,"san francisco, ca",opendoor,real estate,2 to 5B,3.6,company_private,real_estate_construction
225,data_scientist,56-125,"hartford, ct",51 to 200 employees,2008.0,"woodbridge, nj",global data management inc,information technology,5 to 10M,4.5,company_private,others
226,data_scientist,56-125,"chicago, il",1001 to 5000 employees,1999.0,"chennai, india",photon infotech,information technology,100 to 500M,3.0,company_private,others
227,data_scientist,56-125,united states,51 to 200 employees,2018.0,"tel aviv-yafo, israel",ree,manufacturing,unknown_non_applicable,5.0,company_private,manufacturing
228,machine_learning_engineer,56-125,"beavercreek, oh",501 to 1000 employees,1967.0,"arlington, va",riverside research institute,government,50 to 100M,3.6,nonprofit_organization,government_public_sector
229,others,56-125,"baltimore, md",5001 to 10000 employees,1937.0,"baltimore, md",t. rowe price,finance,2 to 5B,3.6,company_public,finance_and_banking
230,data_scientist,56-125,"norfolk, va",1 to 50 employees,,"manalapan, nj","encode, inc.",information technology,5 to 10M,,company_private,others
231,others,56-125,"bethesda, md",501 to 1000 employees,2013.0,"bethesda, md",evidera,biotech_&_pharmaceuticals,100 to 500M,3.8,subsidiary_or_business_segment,others
232,data_scientist,56-125,"oak ridge, tn",5001 to 10000 employees,1850.0,"lynchburg, va",bwx technologies,aerospace_&_defense,500M to 1B,3.3,company_public,others
233,data_analyst,56-125,"charlotte, nc",1001 to 5000 employees,2017.0,"charlotte, nc",brighthouse financial,insurance,unknown_non_applicable,3.8,company_public,insurance_agencies
234,data_scientist,56-125,"new york, ny",1001 to 5000 employees,1948.0,"hamilton, bermuda",argo group us,insurance,1 to 2B,3.5,company_public,insurance_agencies
235,data_scientist,56-125,"champaign, il",10000+ employees,1971.0,"saxonburg, pa",ii-vi incorporated,telecommunications,1 to 2B,3.3,company_public,manufacturing
236,data_scientist,56-125,"san francisco, ca",1 to 50 employees,,"bristol, pa",surya systems,information technology,less than 1M,4.6,company_private,computer_hardware_software
237,data_scientist,56-125,texas,10000+ employees,1998.0,"san jose, ca",paypal,information technology,10B+,3.8,company_public,internet_telephone_providers
238,senior_data_scientist,56-125,"san francisco, ca",51 to 200 employees,2008.0,"san francisco, ca",life360,information technology,unknown_non_applicable,3.9,company_public,internet_telephone_providers
239,data_scientist,56-125,"plano, tx",1 to 50 employees,,"bangalore, india",predictive research inc,business services,unknown_non_applicable,3.9,company_private,consulting
240,data_scientist,75-145,"atlanta, ga",51 to 200 employees,2003.0,"atlanta, ga",oversight systems,information technology,25 to 50M,4.7,company_private,computer_hardware_software
241,data_scientist,75-145,"sheboygan, wi",1001 to 5000 employees,1925.0,"sheboygan, wi",acuity insurance,insurance,1 to 2B,4.8,company_private,insurance_agencies
242,data_engineer,75-145,"new york, ny",201 to 500 employees,2000.0,"new york, ny",1010data,information technology,50 to 100M,3.1,company_private,computer_hardware_software
243,data_scientist,75-145,"palo alto, ca",201 to 500 employees,2006.0,"mountain view, ca",gigya,information technology,10 to 25M,3.6,company_private,enterprise_software_network_solutions 
244,others,75-145,"hoboken, nj",1 to 50 employees,2009.0,"hoboken, nj",genesis research,biotech_&_pharmaceuticals,unknown_non_applicable,5.0,company_private,others
245,data_scientist,75-145,"cambridge, ma",10000+ employees,1973.0,"paris, france",sanofi,biotech_&_pharmaceuticals,10B+,3.7,company_public,others
246,data_scientist,75-145,"lebanon, in",10000+ employees,2011.0,"greenwich, ct",xpo logistics,transportation_&_logistics,10B+,3.7,company_public,transportation_logistics
247,data_scientist,75-145,"oakland, ca",51 to 200 employees,2000.0,"santa ana, ca",trace data,insurance,10 to 25M,3.9,company_private,insurance_agencies
248,data_scientist,75-145,"san francisco, ca",1 to 50 employees,,"houston, tx",descript,unknown,less than 1M,4.3,company_private,others
249,others,75-145,"melbourne, fl",201 to 500 employees,1983.0,"tucson, az",rincon research corporation,aerospace_&_defense,50 to 100M,4.2,company_private,others
250,data_scientist,75-145,"boston, ma",5001 to 10000 employees,1851.0,"springfield, ma",massmutual,insurance,10B+,3.7,company_private,insurance_agencies
251,data_scientist,75-145,"birmingham, al",1 to 50 employees,,"birmingham, al",better hire,unknown,unknown_non_applicable,4.0,company_private,others
252,data_scientist,75-145,"cleveland, oh",10000+ employees,1917.0,"cleveland, oh",parker hannifin,manufacturing,10B+,3.3,company_public,manufacturing
253,data_scientist,75-145,"new york, ny",1001 to 5000 employees,1935.0,"washington, dc",gallup,business services,unknown_non_applicable,4.1,company_private,consulting
254,data_scientist,75-145,"new york, ny",201 to 500 employees,2007.0,"new york, ny",insider inc,media,50 to 100M,3.3,company_private,others
255,data_scientist,75-145,"san francisco, ca",201 to 500 employees,2009.0,"pleasanton, ca",rapid value solutions,information technology,unknown_non_applicable,3.9,company_private,others
256,others,75-145,"norwell, ma",10000+ employees,1929.0,"columbus, oh",battelle,business services,5 to 10B,3.1,nonprofit_organization,others
257,computational_scientist,75-145,"herndon, va",201 to 500 employees,2010.0,"herndon, va",ntrepid,information technology,50 to 100M,4.2,company_private,others
258,data_scientist,75-145,"new york, ny",unknown,,nan,"the drive media, inc.",unknown,unknown_non_applicable,5.0,unknown,others
259,data_engineer,75-145,"san jose, ca",51 to 200 employees,1998.0,"new york, ny",affinity solutions,business services,unknown_non_applicable,2.9,company_private,advertising_marketing
260,machine_learning_engineer,75-145,"san francisco, ca",501 to 1000 employees,1999.0,"san jose, ca",sage intacct,information technology,unknown_non_applicable,4.7,subsidiary_or_business_segment,computer_hardware_software
261,data_scientist,75-145,"waltham, ma",unknown,1995.0,"waltham, ma",constant contact,business services,unknown_non_applicable,3.6,subsidiary_or_business_segment,advertising_marketing
262,data_scientist,90-170,"lexington, ma",1001 to 5000 employees,1951.0,"lexington, ma",mit lincoln laboratory,aerospace_&_defense,unknown_non_applicable,3.8,nonprofit_organization,others
263,data_scientist,90-170,"bothell, wa",1001 to 5000 employees,1999.0,"bellevue, wa",puget sound energy,"oil, gas, energy_&_utilities",2 to 5B,3.3,company_private,energy_and_utilities
264,data_scientist,90-170,"richland, wa",1001 to 5000 employees,1965.0,"richland, wa",pacific northwest national laboratory,"oil, gas, energy_&_utilities",500M to 1B,3.7,government,energy_and_utilities
265,others,90-170,"boston, ma",1001 to 5000 employees,1981.0,"boston, ma",analysis group,business services,100 to 500M,3.8,private_practice_firm,consulting
266,data_scientist,90-170,"rockville, md",1001 to 5000 employees,1820.0,"rockville, md",us pharmacopeia,biotech_&_pharmaceuticals,100 to 500M,3.2,nonprofit_organization,others
267,data_scientist,90-170,"piscataway, nj",201 to 500 employees,2010.0,"piscataway, nj",itlize global,information technology,10 to 25M,4.6,company_private,others
268,data_scientist,90-170,"san jose, ca",10000+ employees,1995.0,"san jose, ca",ebay,information technology,10B+,3.5,company_public,internet_telephone_providers
269,data_engineer,90-170,"new york, ny",1 to 50 employees,2018.0,"new york, ny",paige,information technology,unknown_non_applicable,5.0,company_private,enterprise_software_network_solutions 
270,data_engineer,90-170,"santa clara, ca",51 to 200 employees,2011.0,"mountain view, ca",shape security,information technology,unknown_non_applicable,4.1,company_private,others
271,data_science_analytics_leadership,90-170,"danvers, ma",1001 to 5000 employees,1981.0,"danvers, ma",abiomed,biotech_&_pharmaceuticals,100 to 500M,4.1,company_public,others
272,data_scientist,90-170,"new york, ny",10000+ employees,1963.0,"philadelphia, pa",comcast,unknown,10B+,3.5,company_public,others
273,data_scientist,90-170,"vienna, va",51 to 200 employees,2011.0,"fairfax, va","metronome, llc",information technology,10 to 25M,3.2,company_private,others
274,data_scientist,90-170,"san francisco, ca",unknown,,"jersey city, nj",skillsoniq,unknown,unknown_non_applicable,5.0,company_public,others
275,data_scientist,90-170,"livermore, ca",1001 to 5000 employees,1952.0,"livermore, ca",lawrence livermore national lab,government,1 to 2B,4.7,government,government_public_sector
276,data_analyst,90-170,"pittsburgh, pa",201 to 500 employees,1932.0,"pittsburgh, pa",fhlbank pittsburgh,finance,1 to 2B,3.8,company_private,finance_and_banking
277,data_scientist,90-170,"herndon, va",10000+ employees,1947.0,"dallas, tx",jacobs,business services,10B+,3.6,company_public,others
278,data_scientist,90-170,"boston, ma",201 to 500 employees,2012.0,"boston, ma",klaviyo,information technology,unknown_non_applicable,4.8,company_private,computer_hardware_software
279,data_scientist,90-170,"northbrook, il",10000+ employees,1894.0,"northbrook, il",underwriters laboratories,business services,2 to 5B,3.3,company_private,consulting
280,data_scientist,90-170,"irvine, ca",1001 to 5000 employees,2005.0,"toronto, canada",altus group,real estate,100 to 500M,3.7,company_public,real_estate_construction
281,data_scientist,90-170,"irvine, ca",51 to 200 employees,2018.0,"irvine, ca",jobot,business services,25 to 50M,5.0,company_private,staffing_outsourcing
282,data_scientist,90-170,"san francisco, ca",unknown,,"hillsborough, nj",trovetechs inc,unknown,unknown_non_applicable,,company_private,others
283,data_scientist,140-225,"santa monica, ca",501 to 1000 employees,1966.0,"santa monica, ca",edmunds.com,information technology,100 to 500M,3.4,company_private,internet_telephone_providers
284,data_scientist,140-225,"boston, ma",1 to 50 employees,2019.0,"boston, ma",cohere health,information technology,unknown_non_applicable,5.0,company_private,others
285,data_scientist,140-225,"san francisco, ca",unknown,,"hillsborough, nj",trovetechs inc,unknown,unknown_non_applicable,,company_private,others
286,senior_data_scientist,140-225,"new york, ny",10000+ employees,1913.0,"cambridge, united kingdom",astrazeneca,biotech_&_pharmaceuticals,10B+,4.0,company_public,others
287,data_scientist,140-225,"oshkosh, wi",10000+ employees,1917.0,"oshkosh, wi",oshkosh corporation,manufacturing,5 to 10B,4.2,company_public,manufacturing
288,data_scientist,140-225,"san carlos, ca",51 to 200 employees,,"santa cruz, ca",joby aviation,unknown,unknown_non_applicable,4.3,company_private,others
289,data_scientist,140-225,"menlo park, ca",51 to 200 employees,1960.0,"pittsburgh, pa",mackin,business services,10 to 25M,3.4,company_private,others
290,data_scientist,140-225,"san francisco, ca",51 to 200 employees,,"fremont, ca",petadata,unknown,unknown_non_applicable,,company_private,others
291,data_scientist,140-225,"dallas, tx",201 to 500 employees,2006.0,"hillsborough, nj",vbeyond corporation,business services,5 to 10M,4.4,company_private,staffing_outsourcing
292,data_scientist,140-225,"arlington, va",10000+ employees,1969.0,"reston, va",leidos,aerospace_&_defense,10B+,3.5,company_public,others
293,data_scientist,140-225,"san francisco, ca",1001 to 5000 employees,1993.0,"new york, ny",take-two,media,1 to 2B,3.7,company_public,computer_hardware_software
294,data_scientist,140-225,"monroe, wi",501 to 1000 employees,,"monroe, wi",colony brands,retail,100 to 500M,3.7,company_private,others
295,data_scientist,140-225,"sacramento, ca",10000+ employees,,"goteborg, sweden",capio group,health care,unknown_non_applicable,4.1,hospital,healthcare_and_pharmaceuticals
296,data_scientist,140-225,"new york, ny",1 to 50 employees,2017.0,"new york, ny",sleepare,retail,unknown_non_applicable,3.4,company_private,others
297,data_analyst,140-225,"reston, va",1 to 50 employees,2017.0,"washington, dc",shorepoint,information technology,unknown_non_applicable,4.5,company_private,others
298,data_scientist,140-225,"new york, ny",1001 to 5000 employees,1990.0,"lake buena vista, fl",dolphin,travel_&_tourism,unknown_non_applicable,3.5,company_private,others
299,data_scientist,140-225,"hampton, va",10000+ employees,2007.0,"schaffhausen, switzerland",te connectivity,manufacturing,10B+,3.6,company_public,manufacturing
300,data_scientist,140-225,"richmond, va",10000+ employees,1788.0,"richmond, va",state of virginia,government,10B+,3.2,government,government_public_sector
301,data_scientist,140-225,"new york, ny",501 to 1000 employees,2000.0,"newark, ca",ta digital,information technology,25 to 50M,3.7,company_private,computer_hardware_software
302,data_scientist,140-225,"monterey, ca",501 to 1000 employees,1992.0,"greensboro, nc",market america inc,retail,100 to 500M,4.0,company_private,others
303,data_scientist,140-225,"chicago, il",51 to 200 employees,2015.0,"san francisco, ca",triplebyte,information technology,unknown_non_applicable,3.2,company_private,computer_hardware_software
304,data_scientist,140-225,"mclean, va",51 to 200 employees,2005.0,"falls church, va",kingfisher systems,government,25 to 50M,4.5,company_private,government_public_sector
305,others,140-225,remote,51 to 200 employees,2013.0,"san francisco, ca",trueaccord,information technology,unknown_non_applicable,3.4,company_private,enterprise_software_network_solutions 
306,data_scientist,140-225,"woodlawn, md",201 to 500 employees,2004.0,"rockville, md",alta it services,information technology,10 to 25M,3.9,company_private,others
307,data_scientist,140-225,united states,1 to 50 employees,,"scottsdale, az",kollasoft inc.,information technology,1 to 5M,3.2,company_private,others
308,data_scientist,140-225,"new york, ny",unknown,,"irving, tx",kollasoft inc.,unknown,unknown_non_applicable,5.0,company_public,others
309,data_scientist,140-225,"reston, va",5001 to 10000 employees,2003.0,"beltsville, md",asrc federal holding company,aerospace_&_defense,500M to 1B,3.4,company_private,others
310,data_scientist,140-225,"new york, ny",51 to 200 employees,2015.0,"houston, tx",adwait algorithm,information technology,unknown_non_applicable,4.4,company_private,others
311,data_analyst,140-225,"fort worth, tx",5001 to 10000 employees,1918.0,"fort worth, tx",cook children's health care system,health care,100 to 500M,3.8,nonprofit_organization,healthcare_and_pharmaceuticals
312,others,140-225,"smithfield, ri",201 to 500 employees,2013.0,"cambridge, ma",rubius therapeutics,biotech_&_pharmaceuticals,100 to 500M,3.8,company_public,others
313,data_scientist,140-225,"atlanta, ga",201 to 500 employees,1992.0,"toronto, canada",cambridge fx,finance,100 to 500M,3.5,company_public,others
314,senior_data_scientist,140-225,"san francisco, ca",201 to 500 employees,2011.0,"san francisco, ca",metromile,insurance,unknown_non_applicable,3.8,company_private,insurance_agencies
315,data_scientist,140-225,"ann arbor, mi",1001 to 5000 employees,2005.0,"paris, france",criteo,information technology,2 to 5B,3.9,company_public,internet_telephone_providers
316,data_scientist,140-225,"pittsburgh, pa",51 to 200 employees,,"pittsburgh, pa",advance sourcing concepts,unknown,1 to 5M,3.4,company_private,others
317,data_scientist,140-225,"new york, ny",51 to 200 employees,2000.0,"naperville, il",enterprise solutions inc,business services,25 to 50M,3.8,company_private,staffing_outsourcing
318,data_analyst,140-225,"cedar rapids, ia",501 to 1000 employees,1992.0,"cedar rapids, ia",greatamerica financial services,finance,100 to 500M,4.6,company_private,others
319,data_scientist,140-225,"new york, ny",1 to 50 employees,,"princeton, nj",microagility,business services,1 to 5M,,company_private,consulting
320,data_scientist,140-225,"concord, ca",51 to 200 employees,,"memphis, tn","conch technologies, inc",business services,5 to 10M,4.6,company_private,consulting
321,others,140-225,"richmond, va",10000+ employees,1830.0,"brentford, united kingdom",gsk,biotech_&_pharmaceuticals,10B+,3.9,company_public,others
322,data_scientist,140-225,"cincinnati, oh",1 to 50 employees,,"cincinnati, oh","rainmaker resources, llc",unknown,unknown_non_applicable,,company_private,others
323,data_scientist,75-145,"san francisco, ca",1001 to 5000 employees,2016.0,"singapore, singapore",govtech,government,unknown_non_applicable,3.7,government,government_public_sector
324,data_scientist,75-145,"bellevue, wa",501 to 1000 employees,2000.0,"bellevue, wa",intellectual ventures,finance,unknown_non_applicable,3.3,company_private,finance_and_banking
325,data_engineer,75-145,"san francisco, ca",51 to 200 employees,2008.0,"san francisco, ca",rocket lawyer,information technology,50 to 100M,4.4,company_private,computer_hardware_software
326,data_scientist,75-145,"oakland, ca",1001 to 5000 employees,1997.0,"somerset, nj",22nd century technologies,information technology,25 to 50M,3.7,company_private,others
327,data_scientist,75-145,"san francisco, ca",201 to 500 employees,1995.0,"london, united kingdom",huxley,business services,25 to 50M,3.3,company_private,staffing_outsourcing
328,data_scientist,75-145,"boston, ma",51 to 200 employees,1984.0,"raleigh, nc",fm systems,information technology,5 to 10M,3.4,company_private,computer_hardware_software
329,data_scientist,75-145,"reston, va",51 to 200 employees,,"leesburg, va",b4corp,information technology,unknown_non_applicable,,company_private,others
330,machine_learning_engineer,75-145,"fort belvoir, va",501 to 1000 employees,1954.0,"lorton, va",mteq,aerospace_&_defense,100 to 500M,3.7,company_public,others
331,others,75-145,"durham, nc",1001 to 5000 employees,1933.0,"durham, nc",blue cross and blue shield of north carolina,insurance,5 to 10B,3.7,company_private,insurance_agencies
332,machine_learning_engineer,75-145,"new york, ny",501 to 1000 employees,2000.0,"new york, ny",jane street,finance,unknown_non_applicable,4.8,company_private,finance_and_banking
333,data_scientist,75-145,"mclean, va",1 to 50 employees,2003.0,"annapolis junction, md",ssati,information technology,10 to 25M,5.0,company_private,computer_hardware_software
334,senior_data_scientist,75-145,"cambridge, ma",10000+ employees,1996.0,"basel, switzerland",novartis,biotech_&_pharmaceuticals,10B+,3.9,company_public,others
335,data_scientist,75-145,"chicago, il",501 to 1000 employees,,"chicago, il",solving it international inc,unknown,unknown_non_applicable,3.4,company_private,others
336,data_scientist,75-145,"kent, oh",10000+ employees,1880.0,"kent, oh",the davey tree expert company,agriculture_&_forestry,1 to 2B,3.3,self-employed,others
337,data_scientist,75-145,"reston, va",501 to 1000 employees,1999.0,"chantilly, va",centauri,aerospace_&_defense,100 to 500M,4.6,company_private,others
338,data_scientist,75-145,"san francisco, ca",1 to 50 employees,,"westlake village, ca",stride search,unknown,less than 1M,,company_private,others
339,machine_learning_engineer,75-145,"pittsburgh, pa",501 to 1000 employees,1984.0,"pittsburgh, pa",software engineering institute,education,unknown_non_applicable,2.6,college_university,others
340,data_analyst,75-145,"carson, ca",201 to 500 employees,1986.0,"carson, ca",dermalogica,manufacturing,100 to 500M,3.8,subsidiary_or_business_segment,manufacturing
341,data_scientist,75-145,"new york, ny",1 to 50 employees,2011.0,"north brunswick, nj",techprojects,information technology,unknown_non_applicable,4.8,company_private,others
342,others,75-145,"new york, ny",51 to 200 employees,2012.0,"new york, ny",7park data,business services,unknown_non_applicable,3.9,company_private,others
343,data_scientist,90-170,"santa clara, ca",501 to 1000 employees,2012.0,"santa clara, ca",netskope,information technology,unknown_non_applicable,4.0,company_private,enterprise_software_network_solutions 
344,data_scientist,90-170,"palo alto, ca",51 to 200 employees,2013.0,"palo alto, ca",eversight,information technology,10 to 25M,4.2,company_private,enterprise_software_network_solutions 
345,others,90-170,"maple plain, mn",1001 to 5000 employees,1999.0,"maple plain, mn",protolabs,manufacturing,100 to 500M,3.7,company_public,manufacturing
346,data_scientist,90-170,"cincinnati, oh",1001 to 5000 employees,1887.0,"lincoln, ne",ameritas life insurance corp,insurance,2 to 5B,3.0,company_private,insurance_agencies
347,data_engineer,90-170,"san jose, ca",10000+ employees,1970.0,"san jose, ca",western digital,information technology,10B+,3.5,company_public,computer_hardware_software
348,data_scientist,90-170,"santa clara, ca",1 to 50 employees,,"benicia, ca","shimento, inc.",unknown,1 to 5M,2.9,company_private,others
349,data_scientist,90-170,"new york, ny",1 to 50 employees,2014.0,"new york, ny",averity,business services,unknown_non_applicable,5.0,company_private,staffing_outsourcing
350,data_scientist,90-170,"chantilly, va",201 to 500 employees,2002.0,"annapolis junction, md",praxis engineering,information technology,100 to 500M,4.7,subsidiary_or_business_segment,computer_hardware_software
351,data_scientist,90-170,"palo alto, ca",unknown,,nan,point72 ventures,unknown,unknown_non_applicable,,unknown,others
352,others,90-170,"laurel, md",5001 to 10000 employees,1942.0,"laurel, md",johns hopkins university applied physics laboratory,aerospace_&_defense,1 to 2B,4.5,nonprofit_organization,others
353,data_scientist,90-170,"cambridge, ma",1 to 50 employees,2010.0,"cambridge, ma",cambridge mobile telematics,information technology,unknown_non_applicable,4.9,company_private,enterprise_software_network_solutions 
354,data_engineer,90-170,"columbia, md",51 to 200 employees,2002.0,"columbia, md",blend360,business services,unknown_non_applicable,4.6,company_private,consulting
355,data_scientist,90-170,"annapolis junction, md",1 to 50 employees,2011.0,"woodbine, md",phoenix operations group,information technology,1 to 5M,5.0,company_private,others
356,data_analyst,90-170,"falls church, va",51 to 200 employees,2012.0,"vienna, va",nolij consulting,business services,1 to 5M,3.9,company_public,consulting
357,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
358,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
359,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
360,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
361,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
362,data_scientist,90-170,"san francisco, ca",unknown,,nan,hatch data inc,unknown,unknown_non_applicable,,unknown,others
